 ID	ligand	receptor	description(ligand)	description(receptor)	primary location(ligand)	alternate location(ligand)	primary location(receptor)	alternate location(receptor)	PubmedID	KEGG																									
2977	LAMA1	DAG1	"laminin, alpha 1 precursor"	dystroglycan 1 preproprotein	Extracellular	Nucleus	Plasma membrane	Extracellular	11798066///7925941///16709410	04512_ECM-receptor interaction_	 activation																								
1280	LAMA1	ITGA1	"laminin, alpha 1 precursor"	"integrin, alpha 1 precursor"	Extracellular	Nucleus	Plasma membrane	Cytoplasm///Extracellular	9688542	04512_ECM-receptor interaction_	 activation	04510_Focal adhesion_	 activation																						
4108	LAMA1	ITGA2	"laminin, alpha 1 precursor"	integrin alpha 2 precursor	Extracellular	Nucleus	Plasma membrane	Cytoplasm	9688542	05222_Small cell lung cancer_	 activation	04512_ECM-receptor interaction_	 activation	04510_Focal adhesion_	 activation	05200_Pathways in cancer_	 activation																		
895	LAMA1	ITGB1	"laminin, alpha 1 precursor"	integrin beta 1 isoform 1A precursor	Extracellular	Nucleus	Plasma membrane	Cell surface	9688542	05222_Small cell lung cancer_	 activation	04512_ECM-receptor interaction_	 activation	04510_Focal adhesion_	 activation	05200_Pathways in cancer_	 activation																		
1516	LAMA2	DAG1	laminin alpha 2 subunit isoform b precursor	dystroglycan 1 preproprotein	Extracellular	Cytoplasm///Plasma membrane	Plasma membrane	Extracellular	7925941///16709410	05414_Dilated cardiomyopathy_	 binding/association	05416_Viral myocarditis_	 binding/association	05410_Hypertrophic cardiomyopathy (HCM)_	 binding/association	05412_Arrhythmogenic right ventricular cardiomyopathy (ARVC)_	 binding/association	04512_ECM-receptor interaction_	 activation																
1370	LAMA5	DAG1	laminin alpha 5	dystroglycan 1 preproprotein	Extracellular	Plasma membrane///Cytoplasm	Plasma membrane	Extracellular	10207021	04512_ECM-receptor interaction_	 activation																								
668	LEP	LEPR	leptin precursor	leptin receptor isoform 2	Extracellular	---	Plasma membrane	Cell surface///Early endosome	8608603	04080_Neuroactive ligand-receptor interaction_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation	04920_Adipocytokine signaling pathway_	 activation																				
556	LHB	LHCGR	luteinizing hormone beta subunit precursor	luteinizing hormone/choriogonadotropin receptor	Extracellular	Cytoplasm	Plasma membrane	---	3470775	04080_Neuroactive ligand-receptor interaction_	 activation																								
2497	LTA	LTBR	lymphotoxin alpha precursor	lymphotoxin beta receptor	Extracellular	Plasma membrane///Cytoplasm	Plasma membrane	---	8171323	04060_Cytokine-cytokine receptor interaction_	 activation																								
2936	LTA	TNFRSF14	lymphotoxin alpha precursor	"tumor necrosis factor receptor superfamily,"	Extracellular	Plasma membrane///Cytoplasm	Plasma membrane	---	9153189///9462508	04060_Cytokine-cytokine receptor interaction_	 activation																								
317	LTA	TNFRSF1A	lymphotoxin alpha precursor	tumor necrosis factor receptor 1 precursor	Extracellular	Plasma membrane///Cytoplasm	Plasma membrane	Golgi apparatus///Endoplasmic reticulum	8387891	04060_Cytokine-cytokine receptor interaction_	 activation																								
318	LTA	TNFRSF1B	lymphotoxin alpha precursor	tumor necrosis factor receptor 2 precursor	Extracellular	Plasma membrane///Cytoplasm	Plasma membrane	---	9552007///8123048///2160731	04060_Cytokine-cytokine receptor interaction_	 activation																								
3614	LTB	LTBR	lymphotoxin-beta isoform b	lymphotoxin beta receptor	Plasma membrane	Cytoplasm	Plasma membrane	---	7916655	04060_Cytokine-cytokine receptor interaction_	 activation																								
715	MADCAM1	ITGA4	mucosal vascular addressin cell adhesion	integrin alpha 4 precursor	Plasma membrane	---	Plasma membrane	Cytoplasm	10702270///9873398	04514_Cell adhesion molecules (CAMs)_	 binding/association	04514_Cell adhesion molecules (CAMs)_	 binding/association	04672_Intestinal immune network for IgA production_	 binding/association	04672_Intestinal immune network for IgA production_	 binding/association																		
1916	MADCAM1	ITGB7	mucosal vascular addressin cell adhesion	"integrin, beta 7"	Plasma membrane	---	Plasma membrane	---	9233649	04514_Cell adhesion molecules (CAMs)_	 binding/association	04514_Cell adhesion molecules (CAMs)_	 binding/association	04672_Intestinal immune network for IgA production_	 binding/association	04672_Intestinal immune network for IgA production_	 binding/association																		
2718	MASP1	MBL2	mannan-binding lectin serine protease 1 isoform	soluble mannose-binding lectin precursor	Extracellular	---	Extracellular	---	10878362	04610_Complement and coagulation cascades_	 binding/association	04610_Complement and coagulation cascades_	 binding/association																						
1972	MBL2	MASP2	soluble mannose-binding lectin precursor	mannan-binding lectin serine protease 2 isoform	Extracellular	---	Extracellular	---	10878362	04610_Complement and coagulation cascades_	 binding/association	04610_Complement and coagulation cascades_	 binding/association																						
2274	MFNG	NOTCH1	O-fucosylpeptide	notch1 preproprotein	Extracellular	---	Plasma membrane	Nucleus///Cytosol	10935626///12486116	04330_Notch signaling pathway_	 activation																								
681	MFNG	NOTCH2	O-fucosylpeptide	notch 2 preproprotein	Extracellular	---	Plasma membrane	Golgi apparatus///Endoplasmic reticulum///Nucleus	11346656	04330_Notch signaling pathway_	 activation																								
114	MMP14	MMP2	matrix metalloproteinase 14 preproprotein	matrix metalloproteinase 2 isoform b	Extracellular	Plasma membrane	Extracellular	Plasma membrane	8663332///14583471	04912_GnRH signaling pathway_	 binding/association	04912_GnRH signaling pathway_	 binding/association																						
1015	NGF	NGFR	"nerve growth factor, beta polypeptide precursor"	nerve growth factor receptor precursor	Extracellular	Nucleus	Plasma membrane	---	14985763	04722_Neurotrophin signaling pathway_	 activation binding/association																								
419	NGF	NTRK1	"nerve growth factor, beta polypeptide precursor"	"neurotrophic tyrosine kinase, receptor, type 1"	Extracellular	Nucleus	Plasma membrane	Endoplasmic reticulum///Golgi apparatus	10490030///14985763	04010_MAPK signaling pathway_	 activation	04722_Neurotrophin signaling pathway_	 activation binding/association	04210_Apoptosis_	 activation																				
2314	NOG	BMP2	noggin precursor	bone morphogenetic protein 2 preproprotein	Extracellular	---	Extracellular	---	10657699///15064755	04350_TGF-beta signaling pathway_	 inhibition																								
2312	NOG	BMP4	noggin precursor	bone morphogenetic protein 4 preproprotein	Extracellular	---	Extracellular	---	10657699///11706034	04350_TGF-beta signaling pathway_	 inhibition																								
2313	NOG	BMP5	noggin precursor	bone morphogenetic protein 5 preproprotein	Extracellular	---	Extracellular	Cytoplasm	11580864	04350_TGF-beta signaling pathway_	 inhibition																								
2317	NOG	BMP7	noggin precursor	bone morphogenetic protein 7 precursor	Extracellular	---	Extracellular	---	12478285	04350_TGF-beta signaling pathway_	 inhibition																								
3457	NRG1	ERBB3	neuregulin 1 isoform HRG-beta2b	erbB-3 isoform s precursor	Extracellular	Plasma membrane///Cytoplasm	Extracellular	Plasma membrane	7592681///11555649///9565587///8702572	04012_ErbB signaling pathway_	 activation																								
3055	NRG1	ERBB4	neuregulin 1 isoform HRG-beta2b	v-erb-a erythroblastic leukemia viral oncogene	Extracellular	Plasma membrane///Cytoplasm	Plasma membrane	Nucleus///Cytoplasm	8062828///10537356///7721889///9565587	04012_ErbB signaling pathway_	 activation																								
3238	NRG3	ERBB4	neuregulin 3	v-erb-a erythroblastic leukemia viral oncogene	Plasma membrane	---	Plasma membrane	Nucleus///Cytoplasm	9275162	04012_ErbB signaling pathway_	 activation																								
113	NRXN1	NLGN1	neurexin 1 isoform alpha2 precursor	neuroligin 1	Plasma membrane	---	Plasma membrane	---	8576240///14522992	04514_Cell adhesion molecules (CAMs)_	 activation																								
451	NRXN1	NLGN2	neurexin 1 isoform alpha2 precursor	neuroligin 2	Plasma membrane	---	Plasma membrane	---	8576240	04514_Cell adhesion molecules (CAMs)_	 activation																								
2520	NRXN1	NLGN3	neurexin 1 isoform alpha2 precursor	neuroligin 3	Plasma membrane	---	Plasma membrane	---	8576240///9325340	04514_Cell adhesion molecules (CAMs)_	 activation																								
1737	NRXN2	NLGN3	neurexin 2 isoform alpha-1 precursor	neuroligin 3	Plasma membrane	---	Plasma membrane	---	8576240	04514_Cell adhesion molecules (CAMs)_	 activation																								
1842	NRXN3	NLGN3	neurexin 3 isoform 3 precursor	neuroligin 3	Plasma membrane	Nucleus	Plasma membrane	---	8576240	04514_Cell adhesion molecules (CAMs)_	 activation																								
350	NTF4	NGFR	neurotrophin 5 preproprotein	nerve growth factor receptor precursor	Extracellular	---	Plasma membrane	---	7541633	04722_Neurotrophin signaling pathway_	 activation binding/association																								
720	NTN1	DCC	netrin 1	deleted in colorectal carcinoma	Extracellular	---	Plasma membrane	Axon	9950216///12810718	04360_Axon guidance_	 activation																								
3275	NTN1	UNC5C	netrin 1	unc5C	Extracellular	---	Plasma membrane	---	12810718	04360_Axon guidance_	 activation																								
1304	OSM	IL6ST	oncostatin M precursor	interleukin 6 signal transducer isoform 2	Extracellular	---	Plasma membrane	Extracellular	8999038///16051226	04060_Cytokine-cytokine receptor interaction_	 activation																								
3664	OSM	LIFR	oncostatin M precursor	leukemia inhibitory factor receptor precursor	Extracellular	---	Plasma membrane	Endoplasmic reticulum	1542794///1536831///16051226	04060_Cytokine-cytokine receptor interaction_	 activation																								
562	OSM	OSMR	oncostatin M precursor	oncostatin M receptor	Extracellular	---	Plasma membrane	---	10997905///8999038	04060_Cytokine-cytokine receptor interaction_	 activation																								
382	PDGFA	PDGFRA	platelet-derived growth factor alpha isoform 2	platelet-derived growth factor receptor alpha	Extracellular	---	Plasma membrane	Extracellular	2544881	04010_MAPK signaling pathway_	 activation	04540_Gap junction_	 activation	05215_Prostate cancer_	 activation	05214_Glioma_	 activation	05218_Melanoma_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation	04510_Focal adhesion_	 activation	05200_Pathways in cancer_	 activation										
538	PDGFB	PDGFRA	platelet-derived growth factor beta isoform 1	platelet-derived growth factor receptor alpha	Extracellular	Cytoplasm///Nucleus	Plasma membrane	Extracellular	2544881	04010_MAPK signaling pathway_	 activation	04540_Gap junction_	 activation	05215_Prostate cancer_	 activation	05214_Glioma_	 activation	05218_Melanoma_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation	04510_Focal adhesion_	 activation	05200_Pathways in cancer_	 activation										
533	PDGFB	PDGFRB	platelet-derived growth factor beta isoform 1	platelet-derived growth factor receptor beta	Extracellular	Cytoplasm///Nucleus	Plasma membrane	---	11903042	04010_MAPK signaling pathway_	 activation	04540_Gap junction_	 activation	05215_Prostate cancer_	 activation	05214_Glioma_	 activation	05218_Melanoma_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation	04510_Focal adhesion_	 activation	05200_Pathways in cancer_	 activation										
3863	PDGFC	PDGFRA	platelet-derived growth factor C precursor	platelet-derived growth factor receptor alpha	Extracellular	Plasma membrane///Nucleus///Cytosol	Plasma membrane	Extracellular	11297552///10806482///11342471	04540_Gap junction_	 activation	05215_Prostate cancer_	 activation	05218_Melanoma_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation	04510_Focal adhesion_	 activation																
3965	PDGFD	PDGFRB	platelet derived growth factor D isoform 1	platelet-derived growth factor receptor beta	Extracellular	---	Plasma membrane	---	14514732	04540_Gap junction_	 activation	05215_Prostate cancer_	 activation	05218_Melanoma_	 activation	04510_Focal adhesion_	 activation																		
2738	PF4	CXCR3	platelet factor 4 (chemokine (C-X-C motif)	chemokine (C-X-C motif) receptor 3 isoform B	Extracellular	---	Plasma membrane	---	12782716	04062_Chemokine signaling pathway_	 activation binding/association																								
103	PGF	FLT1	"placental growth factor, vascular endothelial"	fms-related tyrosine kinase 1 isoform 4	Extracellular	Endoplasmic reticulum///Golgi apparatus///Cytoplasmic vesicle///Plasma membrane	Plasma membrane	Extracellular	9452434///14684734	04510_Focal adhesion_	 activation																								
4053	PLAT	PLG	"plasminogen activator, tissue isoform 3"	plasminogen	Extracellular	---	Extracellular	---	11928826	04610_Complement and coagulation cascades_	 activation																								
3788	PLAU	PLAUR	"plasminogen activator, urokinase isoform 2"	"plasminogen activator, urokinase receptor"	Plasma membrane	Cytoplasm///Extracellular	Plasma membrane	---	3031025///11501527///3023326	04610_Complement and coagulation cascades_	 activation																								
522	PLG	F2R	plasminogen	coagulation factor II receptor precursor	Extracellular	---	Plasma membrane	Endosome	10978167	04080_Neuroactive ligand-receptor interaction_	 activation																								
369	PLG	F2RL1	plasminogen	coagulation factor II (thrombin) receptor-like 1	Extracellular	---	Plasma membrane	Cell surface///Late endosome///Lysosome///Cytoplasmic vesicle///Golgi apparatus	12604689///10978167///9020112	04080_Neuroactive ligand-receptor interaction_	 activation																								
3739	POMC	MC1R	proopiomelanocortin preproprotein	melanocortin 1 receptor	Extracellular	Nucleus///Endoplasmic reticulum	Plasma membrane	---	10942578///11041375	04916_Melanogenesis_	 activation																								
934	PPBP	IL8RA	pro-platelet basic protein precursor	interleukin 8 receptor alpha	Extracellular	Cytoplasm///Secretory granule	Plasma membrane	---	8195702///1427896	04062_Chemokine signaling pathway_	 activation binding/association																								
929	PPBP	IL8RB	pro-platelet basic protein precursor	interleukin 8 receptor beta	Extracellular	Cytoplasm///Secretory granule	Plasma membrane	Cytoplasm///Endosome	8702798///8195702	04062_Chemokine signaling pathway_	 activation binding/association	04060_Cytokine-cytokine receptor interaction_	 activation																						
634	PRL	PRLR	prolactin precursor	prolactin receptor	Extracellular	Golgi apparatus///Endoplasmic reticulum	Plasma membrane	Nucleus	9626554///10966654///7984244	04080_Neuroactive ligand-receptor interaction_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation																						
4005	PROC	F5	protein C	coagulation factor V precursor	Extracellular	---	Extracellular	Plasma membrane///Endoplasmic reticulum///Golgi apparatus	1615482///7989361///10026263	04610_Complement and coagulation cascades_	 inhibition																								
3991	PROC	F8	protein C	coagulation factor VIII isoform a precursor	Extracellular	---	Extracellular	---	1939075///1761551	04610_Complement and coagulation cascades_	 inhibition																								
2740	PROS1	F5	"protein S, alpha preproprotein"	coagulation factor V precursor	Extracellular	---	Extracellular	Plasma membrane///Endoplasmic reticulum///Golgi apparatus	10593904///8428962	04610_Complement and coagulation cascades_	 inhibition																								
2724	PROS1	F8	"protein S, alpha preproprotein"	coagulation factor VIII isoform a precursor	Extracellular	---	Extracellular	---	7620160	04610_Complement and coagulation cascades_	 inhibition																								
3651	PVR	CD226	poliovirus receptor isoform delta	CD226 molecule precursor	Plasma membrane	Extracellular	Plasma membrane	---	12913096	04514_Cell adhesion molecules (CAMs)_	 activation																								
2917	PVRL2	CD226	poliovirus receptor related 2 isoform delta	CD226 molecule precursor	Plasma membrane	---	Plasma membrane	---	12913096///15536144	04514_Cell adhesion molecules (CAMs)_	 activation																								
474	PVRL2	PVRL3	poliovirus receptor related 2 isoform delta	poliovirus receptor-related 3	Plasma membrane	---	Plasma membrane	---	12011057	04520_Adherens junction_	 binding/association	04520_Adherens junction_	 binding/association	04514_Cell adhesion molecules (CAMs)_	 binding/association	04514_Cell adhesion molecules (CAMs)_	 binding/association																		
4002	SELPLG	SELE	selectin P ligand	selectin E precursor	Plasma membrane	---	Plasma membrane	Extracellular///Endosome///Lysosome	8621728///9128259	04514_Cell adhesion molecules (CAMs)_	 activation																								
3383	SELPLG	SELP	selectin P ligand	selectin P precursor	Plasma membrane	---	Plasma membrane	---	9128259///10713099///17064811	04514_Cell adhesion molecules (CAMs)_	 binding/association	04514_Cell adhesion molecules (CAMs)_	 binding/association																						
722	SEMA3A	NRP1	semaphorin 3A precursor	neuropilin 1 isoform b	Extracellular	---	Plasma membrane	Extracellular	10520994///9331348	04360_Axon guidance_	 activation																								
844	SEMA3B	NRP1	semaphorin 3B isoform 2 precursor	neuropilin 1 isoform b	Extracellular	Endoplasmic reticulum	Plasma membrane	Extracellular	10196546	04360_Axon guidance_	 activation																								
1962	SEMA3C	NRP1	semaphorin 3C	neuropilin 1 isoform b	Extracellular	---	Plasma membrane	Extracellular	9331348	04360_Axon guidance_	 activation																								
774	SEMA3F	NRP1	semaphorin 3F	neuropilin 1 isoform b	Extracellular	Plasma membrane///Cytoplasm	Plasma membrane	Extracellular	9883722	04360_Axon guidance_	 activation																								
2135	SEMA4B	PLXNB1	semaphorin 4B precursor	plexin B1	Plasma membrane	Synapse///Cytoplasm	Plasma membrane	Extracellular	12123608	04360_Axon guidance_	 activation																								
2207	SEMA4D	PLXNB1	semaphorin 4D isoform 2	plexin B1	Plasma membrane	Extracellular///Nucleus	Plasma membrane	Extracellular	11937491	04360_Axon guidance_	 activation																								
2966	SEMA7A	PLXNC1	semaphorin 7A isoform 3	plexin C1	Plasma membrane	Cell surface///Extracellular	Plasma membrane	---	10520995	04360_Axon guidance_	 activation																								
3003	SERPINA5	F2	"serine (or cysteine) proteinase inhibitor, clade"	coagulation factor II preproprotein	Extracellular	Plasma membrane///Nucleus	Extracellular	---	12878585	04610_Complement and coagulation cascades_	 inhibition																								
253	SERPINA5	PROC	"serine (or cysteine) proteinase inhibitor, clade"	protein C	Extracellular	Plasma membrane///Nucleus	Extracellular	---	11123896	04610_Complement and coagulation cascades_	 inhibition																								
484	SERPINC1	F2	"serpin peptidase inhibitor, clade C, member 1"	coagulation factor II preproprotein	Extracellular	---	Extracellular	---	3800906///11927130///7238875	04610_Complement and coagulation cascades_	 inhibition																								
4041	SERPIND1	F2	heparin cofactor II precursor	coagulation factor II preproprotein	Extracellular	---	Extracellular	---	2760054	04610_Complement and coagulation cascades_	 inhibition																								
2348	SERPINE1	PLAT	plasminogen activator inhibitor-1	"plasminogen activator, tissue isoform 3"	Extracellular	---	Extracellular	---	2110366///8607113///3090045	04610_Complement and coagulation cascades_	 inhibition																								
1623	SERPINE1	PLAU	plasminogen activator inhibitor-1	"plasminogen activator, urokinase isoform 2"	Extracellular	---	Plasma membrane	Cytoplasm///Extracellular	2161846///2544876///3090045	04610_Complement and coagulation cascades_	 inhibition																								
3730	SERPINF2	PLG	alpha-2-plasmin inhibitor	plasminogen	Extracellular	---	Extracellular	---	2437112///3334852///158022///134998	04610_Complement and coagulation cascades_	 inhibition																								
12	SFRP1	FZD6	secreted frizzled-related protein 1	frizzled 6	Extracellular	---	Plasma membrane	Cytoplasm	10347172	04310_Wnt signaling pathway_	 inhibition																								
236	SFRP1	WNT1	secreted frizzled-related protein 1	"wingless-type MMTV integration site family,"	Extracellular	---	Extracellular	---	10347172	04310_Wnt signaling pathway_	 inhibition																								
233	SFRP1	WNT2	secreted frizzled-related protein 1	wingless-type MMTV integration site family	Extracellular	---	Extracellular	---	10347172	04310_Wnt signaling pathway_	 inhibition																								
116	SFRP1	WNT4	secreted frizzled-related protein 1	"wingless-type MMTV integration site family,"	Extracellular	---	Extracellular	---	11287180	04310_Wnt signaling pathway_	 inhibition																								
967	SFRP2	WNT1	secreted frizzled-related protein 2 precursor	"wingless-type MMTV integration site family,"	Extracellular	Cytoplasm	Extracellular	---	10654605	04310_Wnt signaling pathway_	 inhibition																								
2879	SFRP2	WNT4	secreted frizzled-related protein 2 precursor	"wingless-type MMTV integration site family,"	Extracellular	Cytoplasm	Extracellular	---	9853965	04310_Wnt signaling pathway_	 inhibition																								
3443	SHH	PTCH1	sonic hedgehog preproprotein	patched isoform S	Extracellular	Plasma membrane	Plasma membrane	---	9811851	05217_Basal cell carcinoma_	 inhibition	04340_Hedgehog signaling pathway_	 activation	05200_Pathways in cancer_	 inhibition																				
4050	SLIT1	ROBO1	slit homolog 1	roundabout 1 isoform d	Extracellular	---	Plasma membrane	---	10433822	04360_Axon guidance_	 activation																								
3971	SLIT2	ROBO1	slit homolog 2	roundabout 1 isoform d	Extracellular	Plasma membrane	Plasma membrane	---	10102268	04360_Axon guidance_	 activation																								
2145	SPP1	ITGA5	secreted phosphoprotein 1 isoform c	integrin alpha 5 precursor	Extracellular	---	Plasma membrane	---	7592829	04510_Focal adhesion_	 activation																								
3549	SPP1	ITGA9	secreted phosphoprotein 1 isoform c	"integrin, alpha 9 precursor"	Extracellular	---	Plasma membrane	---	10593924	04512_ECM-receptor interaction_	 activation	04510_Focal adhesion_	 activation																						
3553	SPP1	ITGAV	secreted phosphoprotein 1 isoform c	integrin alpha-V isoform 3 precursor	Extracellular	---	Plasma membrane	Cell surface///Nucleus///Cytoplasm	10835423	04512_ECM-receptor interaction_	 activation	04510_Focal adhesion_	 activation																						
3556	SPP1	ITGB1	secreted phosphoprotein 1 isoform c	integrin beta 1 isoform 1A precursor	Extracellular	---	Plasma membrane	Cell surface	10593924	04512_ECM-receptor interaction_	 activation	04510_Focal adhesion_	 activation																						
2622	SST	SSTR2	somatostatin preproprotein	somatostatin receptor 2	Extracellular	---	Plasma membrane	---	1346068	04971_Gastric acid secretion_	 activation																								
2282	TFPI	F10	tissue factor pathway inhibitor isoform b	coagulation factor X preproprotein	Extracellular	Cytoplasm///Plasma membrane	Extracellular	---	12787023///3422166	04610_Complement and coagulation cascades_	 inhibition																								
3038	TGFB1	TGFBR1	"transforming growth factor, beta 1"	"transforming growth factor, beta receptor I"	Extracellular	---	Plasma membrane	---	8235612	04010_MAPK signaling pathway_	 activation	05220_Chronic myeloid leukemia_	 activation	05212_Pancreatic cancer_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation	05200_Pathways in cancer_	 activation																
1066	TGFB2	TGFBR1	"transforming growth factor, beta 2 isoform 1"	"transforming growth factor, beta receptor I"	Extracellular	---	Plasma membrane	---	11157754	04010_MAPK signaling pathway_	 activation	05220_Chronic myeloid leukemia_	 activation	05212_Pancreatic cancer_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation	05200_Pathways in cancer_	 activation																
2663	TGFB3	TGFBR1	"transforming growth factor, beta 3"	"transforming growth factor, beta receptor I"	Extracellular	---	Plasma membrane	---	11850637///12060054///12607775	04010_MAPK signaling pathway_	 activation	05220_Chronic myeloid leukemia_	 activation	05212_Pancreatic cancer_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation	05200_Pathways in cancer_	 activation																
2090	THBS1	CD36	thrombospondin 1 precursor	CD36 antigen	Extracellular	---	Plasma membrane	---	10772961///10487979	04512_ECM-receptor interaction_	 activation																								
2665	THBS1	CD47	thrombospondin 1 precursor	CD47 antigen isoform 2 precursor	Extracellular	---	Plasma membrane///Cell surface	---	9169439///8550562///10397731	04512_ECM-receptor interaction_	 activation																								
1525	THBS1	ITGB3	thrombospondin 1 precursor	"integrin beta chain, beta 3 precursor"	Extracellular	---	Plasma membrane	---	2478219	04512_ECM-receptor interaction_	 activation	04510_Focal adhesion_	 activation																						
1510	THY1	ITGAM	Thy-1 cell surface antigen preproprotein	integrin alpha M isoform 1 precursor	Plasma membrane	---	Plasma membrane	---	15004192	04670_Leukocyte transendothelial migration_	 binding/association	04670_Leukocyte transendothelial migration_	 binding/association																						
115	TNC	ITGA5	tenascin C precursor	integrin alpha 5 precursor	Extracellular	Plasma membrane	Plasma membrane	---	9314546	04510_Focal adhesion_	 activation																								
601	TNF	TNFRSF1A	tumor necrosis factor alpha	tumor necrosis factor receptor 1 precursor	Plasma membrane	Extracellular	Plasma membrane	Golgi apparatus///Endoplasmic reticulum	10634209///14743216///19084540	04010_MAPK signaling pathway_	 activation	05142_Chagas disease_	 activation	05014_Amyotrophic lateral sclerosis (ALS)_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation	04210_Apoptosis_	 activation	04920_Adipocytokine signaling pathway_	 activation														
2528	TNF	TNFRSF1B	tumor necrosis factor alpha	tumor necrosis factor receptor 2 precursor	Plasma membrane	Extracellular	Plasma membrane	---	7664431///2158863///19084540	05014_Amyotrophic lateral sclerosis (ALS)_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation	04920_Adipocytokine signaling pathway_	 activation																				
2694	TNFRSF17	TNFSF13	"tumor necrosis factor receptor superfamily,"	"tumor necrosis factor ligand superfamily, member"	Plasma membrane	Golgi apparatus	Plasma membrane	Golgi apparatus///Extracellular	10973284	04060_Cytokine-cytokine receptor interaction_	 activation	04672_Intestinal immune network for IgA production_	 activation binding/association	04672_Intestinal immune network for IgA production_	 activation binding/association																				
1869	TNFSF10	TNFRSF10B	"tumor necrosis factor (ligand) superfamily,"	"tumor necrosis factor receptor superfamily,"	Plasma membrane	Nucleus	Plasma membrane	---	9311998///10549288///9325248	04650_Natural killer cell mediated cytotoxicity_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation	04210_Apoptosis_	 activation																				
3447	TNFSF10	TNFRSF10C	"tumor necrosis factor (ligand) superfamily,"	"tumor necrosis factor receptor superfamily,"	Plasma membrane	Nucleus	Plasma membrane	Cytoplasm///Nucleus	9613612///9314565///9325248	04650_Natural killer cell mediated cytotoxicity_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation	04210_Apoptosis_	 activation																				
3446	TNFSF10	TNFRSF10D	"tumor necrosis factor (ligand) superfamily,"	"tumor necrosis factor receptor superfamily,"	Plasma membrane	Nucleus	Plasma membrane	Nucleus///Cytoplasm	9430226	04650_Natural killer cell mediated cytotoxicity_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation	04210_Apoptosis_	 activation																				
1176	TNFSF11	TNFRSF11A	"tumor necrosis factor ligand superfamily, member"	"tumor necrosis factor receptor superfamily,"	Plasma membrane	---	Plasma membrane	Cytoplasm	9367155	04060_Cytokine-cytokine receptor interaction_	 activation																								
1419	TNFSF12	TNFRSF12A	"tumor necrosis factor (ligand) superfamily,"	"tumor necrosis factor receptor superfamily,"	Extracellular	Plasma membrane	Plasma membrane	---	11728344///12529173	04060_Cytokine-cytokine receptor interaction_	 activation																								
3342	TNFSF13	TNFRSF13B	"tumor necrosis factor ligand superfamily, member"	tumor necrosis factor receptor 13B	Plasma membrane	Golgi apparatus///Extracellular	Plasma membrane	---	10956646	04060_Cytokine-cytokine receptor interaction_	 activation	04672_Intestinal immune network for IgA production_	 activation binding/association	04672_Intestinal immune network for IgA production_	 activation binding/association																				
2105	TNFSF13B	TNFRSF13B	"tumor necrosis factor superfamily, member 13b"	tumor necrosis factor receptor 13B	Extracellular	Plasma membrane	Plasma membrane	---	10801128	04060_Cytokine-cytokine receptor interaction_	 activation	04672_Intestinal immune network for IgA production_	 activation binding/association																						
3444	TNFSF13B	TNFRSF13C	"tumor necrosis factor superfamily, member 13b"	BAFF receptor	Extracellular	Plasma membrane	Plasma membrane	---	12721620///11509692	04060_Cytokine-cytokine receptor interaction_	 activation	04672_Intestinal immune network for IgA production_	 activation binding/association																						
3929	TNFSF13B	TNFRSF17	"tumor necrosis factor superfamily, member 13b"	"tumor necrosis factor receptor superfamily,"	Extracellular	Plasma membrane	Plasma membrane	Golgi apparatus	10908663///10801128///10973284	04060_Cytokine-cytokine receptor interaction_	 activation	04672_Intestinal immune network for IgA production_	 activation binding/association																						
3972	TNFSF14	LTBR	"tumor necrosis factor ligand superfamily, member"	lymphotoxin beta receptor	Plasma membrane	Cytoplasm	Plasma membrane	---	10318773///10799510///9462508	04060_Cytokine-cytokine receptor interaction_	 activation																								
1	TNFSF14	TNFRSF14	"tumor necrosis factor ligand superfamily, member"	"tumor necrosis factor receptor superfamily,"	Plasma membrane	Cytoplasm	Plasma membrane	---	11390428///9462508	04060_Cytokine-cytokine receptor interaction_	 activation																								
3688	TNFSF4	TNFRSF4	"tumor necrosis factor (ligand) superfamily,"	"tumor necrosis factor receptor superfamily,"	Plasma membrane	---	Plasma membrane	---	12134113	04060_Cytokine-cytokine receptor interaction_	 activation																								
2062	TNFSF8	TNFRSF8	"tumor necrosis factor (ligand) superfamily,"	"tumor necrosis factor receptor superfamily,"	Plasma membrane	---	Plasma membrane	Cytoplasm///Extracellular	11754357	04060_Cytokine-cytokine receptor interaction_	 activation																								
1981	TNFSF9	TNFRSF9	"tumor necrosis factor (ligand) superfamily,"	"tumor necrosis factor receptor superfamily,"	Plasma membrane	---	Plasma membrane	Extracellular	13130507///9045669///8088337	04060_Cytokine-cytokine receptor interaction_	 activation																								
