 ID	ligand	receptor	description(ligand)	description(receptor)	primary location(ligand)	alternate location(ligand)	primary location(receptor)	alternate location(receptor)	PubmedID	KEGG																									
3911	FGF6	FGFR3	fibroblast growth factor 6 precursor	fibroblast growth factor receptor 3 isoform 3	Extracellular	---	Plasma membrane	Nucleus///Cytoplasm///Cytoplasmic vesicle///Perinuclear vesicle	8663044	04010_MAPK signaling pathway_	 activation	05200_Pathways in cancer_	 activation																						
2933	FGF6	FGFR4	fibroblast growth factor 6 precursor	fibroblast growth factor receptor 4 isoform 2	Extracellular	---	Plasma membrane	---	1385111	04010_MAPK signaling pathway_	 activation																								
1938	FGF7	FGFR1	fibroblast growth factor 7 precursor	fibroblast growth factor receptor 1 isoform 9	Extracellular	---	Plasma membrane	Nucleus///Cytoplasm	8663044	04010_MAPK signaling pathway_	 activation	05218_Melanoma_	 activation	05200_Pathways in cancer_	 activation																				
3946	FGF7	FGFR2	fibroblast growth factor 7 precursor	fibroblast growth factor receptor 2 isoform 9	Extracellular	---	Plasma membrane	Nucleus///Cytoplasm///Extracellular	7687739	04010_MAPK signaling pathway_	 activation	05200_Pathways in cancer_	 activation																						
3080	FGF7	FGFR3	fibroblast growth factor 7 precursor	fibroblast growth factor receptor 3 isoform 3	Extracellular	---	Plasma membrane	Nucleus///Cytoplasm///Cytoplasmic vesicle///Perinuclear vesicle	8663044	04010_MAPK signaling pathway_	 activation	05200_Pathways in cancer_	 activation																						
3070	FGF7	FGFR4	fibroblast growth factor 7 precursor	fibroblast growth factor receptor 4 isoform 2	Extracellular	---	Plasma membrane	---	7680645	04010_MAPK signaling pathway_	 activation																								
3743	FGF9	FGFR1	fibroblast growth factor 9 precursor	fibroblast growth factor receptor 1 isoform 9	Extracellular	---	Plasma membrane	Nucleus///Cytoplasm	10574949	04010_MAPK signaling pathway_	 activation	05218_Melanoma_	 activation	05200_Pathways in cancer_	 activation																				
3745	FGF9	FGFR2	fibroblast growth factor 9 precursor	fibroblast growth factor receptor 2 isoform 9	Extracellular	---	Plasma membrane	Nucleus///Cytoplasm///Extracellular	8576175	04010_MAPK signaling pathway_	 activation	05200_Pathways in cancer_	 activation																						
3681	FGF9	FGFR3	fibroblast growth factor 9 precursor	fibroblast growth factor receptor 3 isoform 3	Extracellular	---	Plasma membrane	Nucleus///Cytoplasm///Cytoplasmic vesicle///Perinuclear vesicle	10574949///8576175	04010_MAPK signaling pathway_	 activation	05200_Pathways in cancer_	 activation																						
2709	FGF9	FGFR4	fibroblast growth factor 9 precursor	fibroblast growth factor receptor 4 isoform 2	Extracellular	---	Plasma membrane	---	8663044	04010_MAPK signaling pathway_	 activation																								
2220	FIGF	FLT4	vascular endothelial growth factor D	fms-related tyrosine kinase 4 isoform 1	Extracellular	---	Plasma membrane	Cytoplasm	9435229	04060_Cytokine-cytokine receptor interaction_	 activation	04510_Focal adhesion_	 activation																						
435	FIGF	KDR	vascular endothelial growth factor D	kinase insert domain receptor precursor	Extracellular	---	Plasma membrane	---	9435229	04060_Cytokine-cytokine receptor interaction_	 activation	04510_Focal adhesion_	 activation																						
2436	FLT3LG	FLT3	fms-related tyrosine kinase 3 ligand	fms-related tyrosine kinase 3	Plasma membrane	Extracellular	Plasma membrane	---	9651358///7505204	04060_Cytokine-cytokine receptor interaction_	 activation	05200_Pathways in cancer_	 activation																						
3470	FN1	ITGA3	fibronectin 1 isoform 5 preproprotein	integrin alpha 3 isoform b precursor	Extracellular	Endoplasmic reticulum	Plasma membrane	Cytoplasm	9733622	05222_Small cell lung cancer_	 activation	04512_ECM-receptor interaction_	 activation	04510_Focal adhesion_	 activation	05200_Pathways in cancer_	 activation																		
3472	FN1	ITGA4	fibronectin 1 isoform 5 preproprotein	integrin alpha 4 precursor	Extracellular	Endoplasmic reticulum	Plasma membrane	Cytoplasm	11010812///9117345	04512_ECM-receptor interaction_	 activation	04510_Focal adhesion_	 activation																						
3476	FN1	ITGA5	fibronectin 1 isoform 5 preproprotein	integrin alpha 5 precursor	Extracellular	Endoplasmic reticulum	Plasma membrane	---	11801679///9211865///1694173	05100_Bacterial invasion of epithelial cells_	 activation	04512_ECM-receptor interaction_	 activation	04510_Focal adhesion_	 activation																				
2413	FN1	ITGA8	fibronectin 1 isoform 5 preproprotein	"integrin, alpha 8"	Extracellular	Endoplasmic reticulum	Plasma membrane	---	7559467	04512_ECM-receptor interaction_	 activation	04510_Focal adhesion_	 activation																						
1413	FN1	ITGB1	fibronectin 1 isoform 5 preproprotein	integrin beta 1 isoform 1A precursor	Extracellular	Endoplasmic reticulum	Plasma membrane	Cell surface	11010812///8120056	05100_Bacterial invasion of epithelial cells_	 activation	05222_Small cell lung cancer_	 activation	04512_ECM-receptor interaction_	 activation	04510_Focal adhesion_	 activation	05200_Pathways in cancer_	 activation																
1242	FN1	ITGB3	fibronectin 1 isoform 5 preproprotein	"integrin beta chain, beta 3 precursor"	Extracellular	Endoplasmic reticulum	Plasma membrane	---	1694173	04512_ECM-receptor interaction_	 activation	04510_Focal adhesion_	 activation																						
1108	FN1	ITGB6	fibronectin 1 isoform 5 preproprotein	"integrin, beta 6"	Extracellular	Endoplasmic reticulum	Plasma membrane	---	1532572	04512_ECM-receptor interaction_	 activation	04510_Focal adhesion_	 activation																						
1107	FN1	ITGB7	fibronectin 1 isoform 5 preproprotein	"integrin, beta 7"	Extracellular	Endoplasmic reticulum	Plasma membrane	---	1372909	04512_ECM-receptor interaction_	 activation	04510_Focal adhesion_	 activation																						
3010	FN1	SDC2	fibronectin 1 isoform 5 preproprotein	syndecan 2 precursor	Extracellular	Endoplasmic reticulum	Plasma membrane	---	10772816	04512_ECM-receptor interaction_	 activation																								
3490	FSHB	FSHR	"follicle stimulating hormone, beta polypeptide"	follicle stimulating hormone receptor isoform 2	Extracellular	---	Plasma membrane	---	10395410	04080_Neuroactive ligand-receptor interaction_	 activation																								
2287	FST	INHBA	follistatin isoform FST317 precursor	inhibin beta A precursor	Extracellular	---	Extracellular	---	7887917	04350_TGF-beta signaling pathway_	 inhibition																								
1961	FST	INHBE	follistatin isoform FST317 precursor	activin beta E	Extracellular	---	Extracellular	---	12242034	04350_TGF-beta signaling pathway_	 inhibition																								
2471	GDF5	ACVR2A	growth differentiation factor 5 preproprotein	"activin A receptor, type IIA precursor"	Extracellular	Nucleus///Cytoplasm	Plasma membrane	---	8702914	04060_Cytokine-cytokine receptor interaction_	 activation																								
3043	GDF5	BMPR1A	growth differentiation factor 5 preproprotein	"bone morphogenetic protein receptor, type IA"	Extracellular	Nucleus///Cytoplasm	Plasma membrane	Cytoplasm	11282024///9525338	04060_Cytokine-cytokine receptor interaction_	 activation																								
3042	GDF5	BMPR2	growth differentiation factor 5 preproprotein	bone morphogenetic protein receptor type II	Extracellular	Nucleus///Cytoplasm	Plasma membrane	---	9525338	04350_TGF-beta signaling pathway_	 activation																								
3260	GDF6	BMPR2	growth differentiation factor 6 precursor	bone morphogenetic protein receptor type II	Extracellular	---	Plasma membrane	---	9525338	04350_TGF-beta signaling pathway_	 activation																								
4025	GH2	GHR	growth hormone 2 isoform 1	growth hormone receptor precursor	Extracellular	---	Plasma membrane	Extracellular	1955498	04080_Neuroactive ligand-receptor interaction_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation																						
1802	GNRH1	GNRHR	gonadotropin-releasing hormone 1 precursor	gonadotropin-releasing hormone receptor isoform	Extracellular	---	Plasma membrane	---	9414473	04912_GnRH signaling pathway_	 activation																								
1909	HGF	MET	hepatocyte growth factor isoform 3 precursor	met proto-oncogene isoform b precursor	Extracellular	Plasma membrane///Cytoplasm	Plasma membrane	Cytoplasm	1655405///15167892///18495663	05144_Malaria_	 activation	05211_Renal cell carcinoma_	 activation	05218_Melanoma_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation	04510_Focal adhesion_	 activation	05200_Pathways in cancer_	 activation														
647	ICAM1	ITGB2	intercellular adhesion molecule 1 precursor	"integrin, beta 2 precursor"	Plasma membrane	Cytoplasm///Extracellular	Plasma membrane	Mitochondrion	7642561///11279101	04650_Natural killer cell mediated cytotoxicity_	 activation	05416_Viral myocarditis_	 activation	05144_Malaria_	 binding/association	05144_Malaria_	 binding/association	04514_Cell adhesion molecules (CAMs)_	 binding/association	04514_Cell adhesion molecules (CAMs)_	 binding/association	04670_Leukocyte transendothelial migration_	 binding/association	04670_Leukocyte transendothelial migration_	 binding/association										
363	ICOSLG	ICOS	inducible T-cell co-stimulator precursor	inducible T-cell co-stimulator ligand	Plasma membrane	---	Plasma membrane	---	11023515///10657606///11956294	04514_Cell adhesion molecules (CAMs)_	 activation	04672_Intestinal immune network for IgA production_	 activation binding/association	04672_Intestinal immune network for IgA production_	 activation binding/association																				
1269	IFNA1	IFNAR1	"interferon, alpha 1"	interferon-alpha receptor 1 precursor	Extracellular	---	Plasma membrane	---	7932753	04650_Natural killer cell mediated cytotoxicity_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation																						
1870	IFNA2	IFNAR1	"interferon, alpha 2"	interferon-alpha receptor 1 precursor	Extracellular	---	Plasma membrane	---	1834641	04650_Natural killer cell mediated cytotoxicity_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation																						
3715	IFNA2	IFNAR2	"interferon, alpha 2"	interferon alpha/beta receptor 2 isoform a	Extracellular	---	Plasma membrane	Extracellular	10339405///11888273	04650_Natural killer cell mediated cytotoxicity_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation																						
293	IFNA5	IFNAR2	"interferon, alpha 5"	interferon alpha/beta receptor 2 isoform a	Extracellular	---	Plasma membrane	Extracellular	10395669	04650_Natural killer cell mediated cytotoxicity_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation																						
1019	IFNA8	IFNAR2	"interferon, alpha 8"	interferon alpha/beta receptor 2 isoform a	Extracellular	---	Plasma membrane	Extracellular	8969169	04650_Natural killer cell mediated cytotoxicity_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation																						
3597	IFNB1	IFNAR1	"interferon, beta 1, fibroblast"	interferon-alpha receptor 1 precursor	Extracellular	---	Plasma membrane	---	1834641	04650_Natural killer cell mediated cytotoxicity_	 activation	04620_Toll-like receptor signaling pathway_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation																				
1171	IFNB1	IFNAR2	"interferon, beta 1, fibroblast"	interferon alpha/beta receptor 2 isoform a	Extracellular	---	Plasma membrane	Extracellular	10395669	04650_Natural killer cell mediated cytotoxicity_	 activation	04620_Toll-like receptor signaling pathway_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation																				
2309	IFNG	IFNGR1	"interferon, gamma"	interferon gamma receptor 1 precursor	Extracellular	Nucleus	Plasma membrane	---	12165521///10986460///11250200	04650_Natural killer cell mediated cytotoxicity_	 activation	05142_Chagas disease_	 activation	05140_Leishmaniasis_	 binding/association	04060_Cytokine-cytokine receptor interaction_	 activation																		
1446	IFNG	IFNGR2	"interferon, gamma"	interferon gamma receptor 2 precursor	Extracellular	Nucleus	Plasma membrane	---	7673114	04650_Natural killer cell mediated cytotoxicity_	 activation	05142_Chagas disease_	 activation	05140_Leishmaniasis_	 binding/association	04060_Cytokine-cytokine receptor interaction_	 activation																		
666	IFNW1	IFNAR1	"interferon, omega 1"	interferon-alpha receptor 1 precursor	Extracellular	---	Plasma membrane	---	1834641	04060_Cytokine-cytokine receptor interaction_	 activation																								
2075	IGF1	IGF1R	insulin-like growth factor 1 isoform 4	insulin-like growth factor 1 receptor precursor	Extracellular	Cytoplasm	Plasma membrane	---	1852007	04914_Progesterone-mediated oocyte maturation_	 activation	04730_Long-term depression_	 activation	04114_Oocyte meiosis_	 activation	05215_Prostate cancer_	 activation	05214_Glioma_	 activation	05218_Melanoma_	 activation	04510_Focal adhesion_	 activation	05200_Pathways in cancer_	 activation										
3736	IHH	PTCH1	Indian hedgehog homolog	patched isoform S	Extracellular	---	Plasma membrane	---	9811851	04340_Hedgehog signaling pathway_	 activation																								
1353	IL10	IL10RA	interleukin 10 precursor	"interleukin 10 receptor, alpha precursor"	Extracellular	---	Plasma membrane	---	11485736///8248239///8897595///11717514///10231374///7759550	04060_Cytokine-cytokine receptor interaction_	 activation																								
3930	IL10	IL10RB	interleukin 10 precursor	"interleukin 10 receptor, beta precursor"	Extracellular	---	Plasma membrane	---	11485736///9312047	04060_Cytokine-cytokine receptor interaction_	 activation																								
68	IL11	IL11RA	interleukin 11 precursor	"interleukin 11 receptor, alpha isoform 1"	Extracellular	---	Plasma membrane	---	7670098///10504396	04060_Cytokine-cytokine receptor interaction_	 activation																								
3996	IL12B	IL12RB1	interleukin 12B precursor	"interleukin 12 receptor, beta 1 isoform 1"	Extracellular	---	Plasma membrane	---	7843232///7527811	04060_Cytokine-cytokine receptor interaction_	 activation																								
3995	IL12B	IL12RB2	interleukin 12B precursor	"interleukin 12 receptor, beta 2 precursor"	Extracellular	---	Plasma membrane	---	11940489	04060_Cytokine-cytokine receptor interaction_	 activation																								
2070	IL13	IL13RA1	interleukin 13 precursor	"interleukin 13 receptor, alpha 1 precursor"	Extracellular	---	Plasma membrane	Nucleus	11278629	04060_Cytokine-cytokine receptor interaction_	 activation																								
1795	IL13	IL4R	interleukin 13 precursor	interleukin 4 receptor alpha chain isoform b	Extracellular	---	Plasma membrane	---	11709756	04060_Cytokine-cytokine receptor interaction_	 activation																								
291	IL17A	IL17RA	interleukin 17A precursor	interleukin 17A receptor precursor	Extracellular	---	Plasma membrane	---	9367539	04060_Cytokine-cytokine receptor interaction_	 activation																								
892	IL18	IL18R1	interleukin 18 proprotein	interleukin 18 receptor 1 precursor	Extracellular	Cytoplasm	Plasma membrane	---	9325300	04060_Cytokine-cytokine receptor interaction_	 activation																								
889	IL18	IL18RAP	interleukin 18 proprotein	interleukin 18 receptor accessory protein	Extracellular	Cytoplasm	Plasma membrane	---	9792649	04060_Cytokine-cytokine receptor interaction_	 activation																								
1271	IL19	IL20RA	interleukin 19 isoform 2 precursor	"interleukin 20 receptor, alpha"	Extracellular	---	Plasma membrane	---	11564763	04060_Cytokine-cytokine receptor interaction_	 activation																								
3702	IL1B	IL1R1	"interleukin 1, beta proprotein"	"interleukin 1 receptor, type I precursor"	Extracellular	Plasma membrane///Cytoplasm///Nucleus	Plasma membrane	---	9062193	04010_MAPK signaling pathway_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation	04210_Apoptosis_	 activation																				
2245	IL1B	IL1R2	"interleukin 1, beta proprotein"	"interleukin 1 receptor, type II precursor"	Extracellular	Plasma membrane///Cytoplasm///Nucleus	Plasma membrane	Extracellular	7878046	04010_MAPK signaling pathway_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation																						
3339	IL1B	IL1RAP	"interleukin 1, beta proprotein"	interleukin 1 receptor accessory protein isoform	Extracellular	Plasma membrane///Cytoplasm///Nucleus	Plasma membrane	---	9820540	04060_Cytokine-cytokine receptor interaction_	 activation	04210_Apoptosis_	 activation																						
3868	IL2	IL2RA	interleukin 2 precursor	"interleukin 2 receptor, alpha chain precursor"	Extracellular	---	Plasma membrane	Cytoplasm	1993646	04060_Cytokine-cytokine receptor interaction_	 activation																								
2411	IL2	IL2RB	interleukin 2 precursor	interleukin 2 receptor beta precursor	Extracellular	---	Plasma membrane	---	11035066///8049354	04060_Cytokine-cytokine receptor interaction_	 activation																								
2551	IL2	IL2RG	interleukin 2 precursor	"interleukin 2 receptor, gamma precursor"	Extracellular	---	Plasma membrane	---	10662798///8049354	04060_Cytokine-cytokine receptor interaction_	 activation																								
3544	IL20	IL20RA	interleukin 20 precursor	"interleukin 20 receptor, alpha"	Extracellular	---	Plasma membrane	---	11163236///12351624///14580208	04060_Cytokine-cytokine receptor interaction_	 activation																								
1345	IL21	IL21R	interleukin 21	interleukin 21 receptor precursor	Extracellular	---	Plasma membrane	---	11418623	04060_Cytokine-cytokine receptor interaction_	 activation																								
3353	IL22	IL10RB	interleukin 22	"interleukin 10 receptor, beta precursor"	Extracellular	---	Plasma membrane	---	10875937	04060_Cytokine-cytokine receptor interaction_	 activation																								
223	IL22	IL22RA1	interleukin 22	"interleukin 22 receptor, alpha 1"	Extracellular	---	Plasma membrane	---	11035029	04060_Cytokine-cytokine receptor interaction_	 activation																								
2457	IL22	IL22RA2	interleukin 22	interleukin 22-binding protein isoform 2	Extracellular	---	Extracellular	---	11390453	04060_Cytokine-cytokine receptor interaction_	 activation																								
772	IL23A	IL12RB1	"interleukin 23, alpha subunit p19 precursor"	"interleukin 12 receptor, beta 1 isoform 1"	Extracellular	---	Plasma membrane	---	11114383///12023369///12671732	04060_Cytokine-cytokine receptor interaction_	 activation																								
2021	IL24	IL20RA	interleukin 24 isoform 1 precursor	"interleukin 20 receptor, alpha"	Extracellular	---	Plasma membrane	---	11706020	04060_Cytokine-cytokine receptor interaction_	 activation																								
639	IL28A	IL10RB	interleukin 28A	"interleukin 10 receptor, beta precursor"	Extracellular	---	Plasma membrane	---	12469119	04060_Cytokine-cytokine receptor interaction_	 activation																								
3024	IL28A	IL28RA	interleukin 28A	"interleukin 28 receptor, alpha isoform 1"	Extracellular	---	Plasma membrane	---	12469119	04060_Cytokine-cytokine receptor interaction_	 activation																								
2340	IL28B	IL10RB	interleukin 28B	"interleukin 10 receptor, beta precursor"	Extracellular	---	Plasma membrane	---	12469119	04060_Cytokine-cytokine receptor interaction_	 activation																								
1911	IL29	IL28RA	interleukin 29	"interleukin 28 receptor, alpha isoform 1"	Extracellular	---	Plasma membrane	---	12469119	04060_Cytokine-cytokine receptor interaction_	 activation																								
3216	IL3	CSF2RB	interleukin 3 precursor	"colony stimulating factor 2 receptor, beta"	Extracellular	---	Plasma membrane	---	9278420	04060_Cytokine-cytokine receptor interaction_	 activation	04210_Apoptosis_	 activation																						
831	IL3	IL3RA	interleukin 3 precursor	"interleukin 3 receptor, alpha precursor"	Extracellular	---	Plasma membrane	---	9278420///8649415	04060_Cytokine-cytokine receptor interaction_	 activation	04210_Apoptosis_	 activation																						
365	IL4	IL2RG	interleukin 4 isoform 2 precursor	"interleukin 2 receptor, gamma precursor"	Extracellular	---	Plasma membrane	---	8266078	04060_Cytokine-cytokine receptor interaction_	 activation																								
2195	IL4	IL4R	interleukin 4 isoform 2 precursor	interleukin 4 receptor alpha chain isoform b	Extracellular	---	Plasma membrane	---	11786020	04060_Cytokine-cytokine receptor interaction_	 activation																								
3633	IL5	IL5RA	interleukin 5 precursor	"interleukin 5 receptor, alpha isoform 1"	Extracellular	Nucleus	Plasma membrane	Extracellular	1732409///7721873///10880230	04060_Cytokine-cytokine receptor interaction_	 activation																								
1646	IL6	IL6R	interleukin 6 precursor	interleukin 6 receptor isoform 2 precursor	Extracellular	---	Plasma membrane	Extracellular	14557255///12829785	04060_Cytokine-cytokine receptor interaction_	 activation																								
1647	IL6	IL6ST	interleukin 6 precursor	interleukin 6 signal transducer isoform 2	Extracellular	---	Plasma membrane	Extracellular	14557255	04060_Cytokine-cytokine receptor interaction_	 activation																								
1733	IL7	IL2RG	interleukin 7 precursor	"interleukin 2 receptor, gamma precursor"	Extracellular	---	Plasma membrane	---	11858939///9010926	04060_Cytokine-cytokine receptor interaction_	 activation																								
2025	IL7	IL7R	interleukin 7 precursor	interleukin 7 receptor precursor	Extracellular	---	Plasma membrane	Extracellular	11858939///10390077	04060_Cytokine-cytokine receptor interaction_	 activation																								
3267	IL8	IL8RA	interleukin 8 precursor	interleukin 8 receptor alpha	Extracellular	---	Plasma membrane	---	1840701	05120_Epithelial cell signaling in Helicobacter pylori infection_	 activation	04062_Chemokine signaling pathway_	 activation binding/association	04060_Cytokine-cytokine receptor interaction_	 activation																				
4054	IL8	IL8RB	interleukin 8 precursor	interleukin 8 receptor beta	Extracellular	---	Plasma membrane	Cytoplasm///Endosome	9464567///8702798///8626516	05120_Epithelial cell signaling in Helicobacter pylori infection_	 activation	04062_Chemokine signaling pathway_	 activation binding/association	04060_Cytokine-cytokine receptor interaction_	 activation																				
1891	IL9	IL9R	interleukin 9 precursor	interleukin 9 receptor precursor	Extracellular	---	Plasma membrane	Extracellular	11588013	04060_Cytokine-cytokine receptor interaction_	 activation																								
1930	INHBA	ACVR1	inhibin beta A precursor	"activin A receptor, type I precursor"	Extracellular	---	Plasma membrane	---	11266516	04060_Cytokine-cytokine receptor interaction_	 activation																								
1931	INHBA	ACVR1B	inhibin beta A precursor	"activin A receptor, type IB isoform b precursor"	Extracellular	---	Plasma membrane	---	8397373	04060_Cytokine-cytokine receptor interaction_	 activation																								
1928	INHBA	ACVR2A	inhibin beta A precursor	"activin A receptor, type IIA precursor"	Extracellular	---	Plasma membrane	---	11266516	04350_TGF-beta signaling pathway_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation																						
1929	INHBA	ACVR2B	inhibin beta A precursor	"activin A receptor, type IIB precursor"	Extracellular	---	Plasma membrane	---	9202237	04350_TGF-beta signaling pathway_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation																						
3154	INHBB	ACVR1	inhibin beta B subunit preproprotein	"activin A receptor, type I precursor"	Extracellular	---	Plasma membrane	---	11266516	04060_Cytokine-cytokine receptor interaction_	 activation																								
3153	INHBB	ACVR1B	inhibin beta B subunit preproprotein	"activin A receptor, type IB isoform b precursor"	Extracellular	---	Plasma membrane	---	11266516///12032389///15196700	04060_Cytokine-cytokine receptor interaction_	 activation																								
3824	INHBB	ACVR2A	inhibin beta B subunit preproprotein	"activin A receptor, type IIA precursor"	Extracellular	---	Plasma membrane	---	11266516	04350_TGF-beta signaling pathway_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation																						
3807	INHBB	ACVR2B	inhibin beta B subunit preproprotein	"activin A receptor, type IIB precursor"	Extracellular	---	Plasma membrane	---	9202237	04350_TGF-beta signaling pathway_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation																						
3423	INHBC	ACVR1	inhibin beta C chain preproprotein	"activin A receptor, type I precursor"	Extracellular	---	Plasma membrane	---	12651901	04060_Cytokine-cytokine receptor interaction_	 activation																								
412	INHBC	ACVR1B	inhibin beta C chain preproprotein	"activin A receptor, type IB isoform b precursor"	Extracellular	---	Plasma membrane	---	12651901	04060_Cytokine-cytokine receptor interaction_	 activation																								
3579	INHBC	ACVR2A	inhibin beta C chain preproprotein	"activin A receptor, type IIA precursor"	Extracellular	---	Plasma membrane	---	12651901	04350_TGF-beta signaling pathway_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation																						
1995	INHBC	ACVR2B	inhibin beta C chain preproprotein	"activin A receptor, type IIB precursor"	Extracellular	---	Plasma membrane	---	12651901	04350_TGF-beta signaling pathway_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation																						
169	INS	IGF1R	proinsulin precursor	insulin-like growth factor 1 receptor precursor	Extracellular	---	Plasma membrane	---	1851182	04914_Progesterone-mediated oocyte maturation_	 activation	04114_Oocyte meiosis_	 activation	05215_Prostate cancer_	 activation																				
2350	INS	INSR	proinsulin precursor	insulin receptor isoform Short precursor	Extracellular	---	Plasma membrane	Nucleus	2550426	04910_Insulin signaling pathway_	 activation	04960_Aldosterone-regulated sodium reabsorption_	 activation	04930_Type II diabetes mellitus_	 activation																				
829	ICAM3	ITGAL	integrin alpha L isoform b precursor	intercellular adhesion molecule 3 precursor	Plasma membrane	Cytoplasm///Perinuclear region///Immunological synapse	Plasma membrane	Extracellular	11353828///15728350	04514_Cell adhesion molecules (CAMs)_	 binding/association	04514_Cell adhesion molecules (CAMs)_	 binding/association																						
1512	ITGAM	ICAM1	integrin alpha M isoform 1 precursor	intercellular adhesion molecule 1 precursor	Plasma membrane	---	Plasma membrane	Cytoplasm///Extracellular	11073102///9488691	04514_Cell adhesion molecules (CAMs)_	 activation																								
3775	ICAM2	ITGAM	integrin alpha M isoform 1 precursor	intercellular adhesion molecule 2 precursor	Plasma membrane	---	Plasma membrane	---	10352278	04514_Cell adhesion molecules (CAMs)_	 binding/association	04514_Cell adhesion molecules (CAMs)_	 binding/association																						
1807	ITGAM	JAM3	integrin alpha M isoform 1 precursor	junctional adhesion molecule 3 precursor	Plasma membrane	---	Plasma membrane	---	12208882	04514_Cell adhesion molecules (CAMs)_	 binding/association	04514_Cell adhesion molecules (CAMs)_	 binding/association	04670_Leukocyte transendothelial migration_	 binding/association	04670_Leukocyte transendothelial migration_	 binding/association																		
748	ITGB1	VCAM1	integrin beta 1 isoform 1A precursor	vascular cell adhesion molecule 1 isoform a	Plasma membrane	Cell surface	Plasma membrane	Extracellular	12097820///19057841	04514_Cell adhesion molecules (CAMs)_	 activation	04670_Leukocyte transendothelial migration_	 binding/association	04670_Leukocyte transendothelial migration_	 binding/association																				
3665	ITGB2	CD226	"integrin, beta 2 precursor"	CD226 molecule precursor	Plasma membrane	Mitochondrion	Plasma membrane	---	10591186	04514_Cell adhesion molecules (CAMs)_	 activation																								
394	ITGB2	ICAM2	"integrin, beta 2 precursor"	intercellular adhesion molecule 2 precursor	Plasma membrane	Mitochondrion	Plasma membrane	---	9786897	04650_Natural killer cell mediated cytotoxicity_	 activation	04514_Cell adhesion molecules (CAMs)_	 binding/association	04514_Cell adhesion molecules (CAMs)_	 binding/association																				
2363	ITGB2	ICAM3	"integrin, beta 2 precursor"	intercellular adhesion molecule 3 precursor	Plasma membrane	Mitochondrion	Plasma membrane	Extracellular	11353828///7822326	04514_Cell adhesion molecules (CAMs)_	 binding/association	04514_Cell adhesion molecules (CAMs)_	 binding/association																						
3354	JAG1	NOTCH1	jagged 1 precursor	notch1 preproprotein	Plasma membrane	Extracellular matrix	Plasma membrane	Nucleus///Cytosol	11006133	04330_Notch signaling pathway_	 inhibition																								
3352	JAG1	NOTCH2	jagged 1 precursor	notch 2 preproprotein	Plasma membrane	Extracellular matrix	Plasma membrane	Golgi apparatus///Endoplasmic reticulum///Nucleus	10551863///10958687	04330_Notch signaling pathway_	 inhibition																								
3357	JAG1	NOTCH3	jagged 1 precursor	Notch homolog 3	Plasma membrane	Extracellular matrix	Plasma membrane	Endoplasmic reticulum///Golgi apparatus///Nucleus	14714274///12482954	04330_Notch signaling pathway_	 inhibition																								
2429	JAG2	NOTCH1	jagged 2 isoform a precursor	notch1 preproprotein	Plasma membrane	---	Plasma membrane	Nucleus///Cytosol	11006133	04330_Notch signaling pathway_	 inhibition																								
3132	JAG2	NOTCH2	jagged 2 isoform a precursor	notch 2 preproprotein	Plasma membrane	---	Plasma membrane	Golgi apparatus///Endoplasmic reticulum///Nucleus	10958687	04330_Notch signaling pathway_	 inhibition																								
3133	JAG2	NOTCH3	jagged 2 isoform a precursor	Notch homolog 3	Plasma membrane	---	Plasma membrane	Endoplasmic reticulum///Golgi apparatus///Nucleus	11006133	04330_Notch signaling pathway_	 inhibition																								
747	JAM2	JAM3	junctional adhesion molecule 2 precursor	junctional adhesion molecule 3 precursor	Plasma membrane	---	Plasma membrane	---	11823489	04530_Tight junction_	 binding/association	04530_Tight junction_	 binding/association	04514_Cell adhesion molecules (CAMs)_	 binding/association	04514_Cell adhesion molecules (CAMs)_	 binding/association																		
3844	KITLG	KIT	KIT ligand isoform b precursor	v-kit Hardy-Zuckerman 4 feline sarcoma viral	Plasma membrane	Extracellular	Plasma membrane	---	1375232///7680037	04916_Melanogenesis_	 activation	04060_Cytokine-cytokine receptor interaction_	 activation	05200_Pathways in cancer_	 activation																				
962	KLKB1	KNG1	plasma kallikrein B1 precursor	kininogen 1 isoform 1	Extracellular	---	Extracellular	---	291905///7686159///7944388///10464316///500690	04610_Complement and coagulation cascades_	 activation																								
1541	L1CAM	NCAM1	L1 cell adhesion molecule isoform 3 precursor	neural cell adhesion molecule 1 isoform 1	Plasma membrane	---	Plasma membrane	Integral to membrane	10611478///8509458	04514_Cell adhesion molecules (CAMs)_	 binding/association	04514_Cell adhesion molecules (CAMs)_	 binding/association																						
